Insurance Policy,,,,,,,Managed by : Rohit Kapoor,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
TRS-POL-620415,08-03-2024,08-Mar-24,20,20-Jul-25,CUST-315596,656191.1,28204.76,Annually,No,206051.66,3976.77,AGT-3488,July,Q3,2025,20-Jul-26,CLM-296988,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-623436,26-12-2021,26-Dec-25,20,26-Dec-21,CUST-518502,1092876.27,50010.78,Annually,Yes,611612.21,623.1,AGT-3488,December,Q4,2021,26-Dec-22,CLM-106904,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-664107,27-07-2022,27-Jul-25,20,27-Jul-22,CUST-273085,1583479.05,22121.89,Monthly,Yes,910141.4,7338.79,AGT-3488,July,Q3,2022,27-Jul-23,CLM-621679,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-231556,24-06-2023,24-Jun-25,20,24-Jun-23,CUST-567639,216554.14,96532.82,Quarterly,Yes,119956.11,4735.63,AGT-3488,June,Q2,2023,24-Jun-24,CLM-445292,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-690085,16-10-2021,16-Oct-25,20,16-Oct-21,CUST-944146,609624.17,38552.26,Annually,No,205738.92,1895.49,AGT-3488,October,Q4,2021,16-Oct-22,CLM-874088,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-715009,08-03-2024,08-Mar-24,20,06-Feb-25,CUST-383738,420879.68,6373.05,Quarterly,No,171757.04,2280.48,AGT-3488,February,Q1,2025,06-Feb-26,CLM-379595,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-851240,05-11-2020,05-Nov-25,20,05-Nov-20,CUST-254760,146790.3,38636.04,Quarterly,No,83057.92,2029.21,AGT-3488,November,Q4,2020,05-Nov-21,CLM-438919,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-795213,26-09-2019,26-Sep-25,20,26-Sep-19,CUST-326165,335062.7,61506,Monthly,Yes,106111.81,8967.6,AGT-3488,September,Q3,2019,26-Sep-20,CLM-672667,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-952954,22-01-2020,22-Jan-25,20,22-Jan-20,CUST-150132,1443205.03,12807.51,Monthly,Yes,553603.78,1405.32,AGT-3488,January,Q1,2020,22-Jan-21,CLM-196151,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-868505,31-08-2017,31-Aug-25,20,31-Aug-17,CUST-448926,1298619.3,94901.82,Annually,Yes,685652.4,8505.63,AGT-3488,August,Q3,2017,31-Aug-18,CLM-420593,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-490441,27-08-2017,27-Aug-25,20,27-Aug-17,CUST-803375,1089207,31774.37,Annually,Yes,417589.74,8975.1,AGT-3488,August,Q3,2017,27-Aug-18,CLM-831984,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-509387,10-11-2019,10-Nov-25,20,10-Nov-19,CUST-946181,305981.67,23208.25,Annually,Yes,115332.24,9044.18,AGT-3488,November,Q4,2019,10-Nov-20,CLM-965446,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-454589,09-07-2017,09-Jul-25,20,09-Jul-17,CUST-377792,1696827.1,13349.16,Monthly,Yes,879980.1,3698.32,AGT-3488,July,Q3,2017,09-Jul-18,CLM-994180,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-360223,24-05-2021,24-May-25,20,24-May-21,CUST-854195,350961.7,23328.43,Annually,Yes,155419.1,787.19,AGT-3488,May,Q2,2021,24-May-22,CLM-156006,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-722706,20-09-2023,20-Sep-25,20,20-Sep-23,CUST-229397,549401.59,62058.76,Monthly,Yes,191906.89,9810.94,AGT-3488,September,Q3,2023,20-Sep-24,CLM-669339,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-954270,19-12-2023,19-Dec-25,20,19-Dec-23,CUST-228657,336535.16,88238.4,Annually,Yes,184043.69,5805.6,AGT-3488,December,Q4,2023,19-Dec-24,CLM-105974,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-351935,29-06-2022,29-Jun-25,20,29-Jun-22,CUST-195239,1336678.5,73537.03,Annually,Yes,519075.74,522.82,AGT-3488,June,Q2,2022,29-Jun-23,CLM-788660,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-333971,18-05-2022,18-May-25,20,18-May-22,CUST-380631,1131319.97,94588.59,Annually,Yes,525620.58,6628.17,AGT-3488,May,Q2,2022,18-May-23,CLM-109511,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-986426,30-03-2021,30-Mar-25,20,30-Mar-21,CUST-508026,1056666.26,18567.11,Quarterly,Yes,412200.94,8854.17,AGT-3488,March,Q1,2021,30-Mar-22,CLM-619625,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-950709,04-10-2017,04-Oct-25,20,04-Oct-17,CUST-143268,592747.79,15445.97,Annually,Yes,194950.74,2559.93,AGT-3488,October,Q4,2017,04-Oct-18,CLM-222066,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-864721,14-08-2017,14-Aug-25,20,14-Aug-17,CUST-229600,1679037.69,7950.68,Quarterly,No,895326.44,552.23,AGT-3488,August,Q3,2017,14-Aug-18,CLM-620548,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-103129,01-06-2022,01-Jun-25,20,01-Jun-22,CUST-302477,662628.19,46986.67,Annually,Yes,254176.74,3824.84,AGT-3488,June,Q2,2022,01-Jun-23,CLM-306928,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-699342,11-09-2016,11-Sep-25,20,11-Sep-16,CUST-328638,1968074.94,67111.17,Annually,No,973833.64,8976.54,AGT-3488,September,Q3,2016,11-Sep-17,CLM-890131,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-749653,27-03-2018,27-Mar-25,20,27-Mar-18,CUST-914250,1341294.08,26378.85,Monthly,Yes,435303.12,6534.59,AGT-3488,March,Q1,2018,27-Mar-19,CLM-836619,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-647072,05-01-2017,05-Jan-25,20,05-Jan-17,CUST-501826,963050.73,20458.73,Monthly,No,294134.1,3565.36,AGT-3488,January,Q1,2017,05-Jan-18,CLM-378025,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-674279,07-01-2020,07-Jan-25,20,07-Jan-20,CUST-442002,447900.67,25746.65,Monthly,Yes,255765.98,906.07,AGT-3488,January,Q1,2020,07-Jan-21,CLM-258125,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-689665,13-03-2022,13-Mar-25,20,13-Mar-22,CUST-461630,1655094.42,20761.08,Monthly,No,710906.18,7733.48,AGT-3488,March,Q1,2022,13-Mar-23,CLM-802130,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-465091,02-01-2021,02-Jan-25,20,02-Jan-21,CUST-859523,167866.56,52049.37,Quarterly,Yes,82925.83,8809.68,AGT-3488,January,Q1,2021,02-Jan-22,CLM-149352,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-891648,21-02-2024,21-Feb-25,20,21-Feb-24,CUST-989714,1941399.51,21325.28,Annually,No,835880.99,4089.34,AGT-3488,February,Q1,2024,21-Feb-25,CLM-992938,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-226524,14-06-2019,14-Jun-25,20,14-Jun-19,CUST-294355,1001604.33,96169.16,Quarterly,Yes,402544.03,6797.03,AGT-3488,June,Q2,2019,14-Jun-20,CLM-556622,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-227723,15-01-2018,15-Jan-25,20,15-Jan-18,CUST-888745,1175379.89,60109.31,Annually,Yes,420184.51,6988.38,AGT-3488,January,Q1,2018,15-Jan-19,CLM-753527,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-242372,11-11-2021,11-Nov-25,20,11-Nov-21,CUST-954636,1621802.03,33780.31,Quarterly,Yes,496949.08,1981.41,AGT-3488,November,Q4,2021,11-Nov-22,CLM-698963,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-554096,27-04-2017,27-Apr-25,20,27-Apr-17,CUST-749807,706004.92,82300.29,Annually,No,417539.7,2085.67,AGT-3488,April,Q2,2017,27-Apr-18,CLM-113014,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-497196,03-09-2021,03-Sep-25,20,03-Sep-21,CUST-874578,1808859.93,62005.59,Quarterly,No,697990.67,650,AGT-3488,September,Q3,2021,03-Sep-22,CLM-873285,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-599014,10-01-2023,10-Jan-25,20,10-Jan-23,CUST-718951,1160736.88,82055.14,Quarterly,Yes,612279.28,6085.19,AGT-3488,January,Q1,2023,10-Jan-24,CLM-566738,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-937839,20-01-2021,20-Jan-25,20,20-Jan-21,CUST-899834,1809570.3,26077.72,Annually,No,924576.96,3408.06,AGT-3488,January,Q1,2021,20-Jan-22,CLM-208299,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-334812,03-01-2019,03-Jan-25,20,03-Jan-19,CUST-754748,304586.89,65235.76,Monthly,Yes,98030.58,2242.59,AGT-3488,January,Q1,2019,03-Jan-20,CLM-822587,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-885159,12-09-2024,12-Sep-25,20,12-Sep-24,CUST-325818,1897648.95,74792.35,Quarterly,No,1106239.39,7991.76,AGT-3488,September,Q3,2024,12-Sep-25,CLM-353372,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-147297,12-10-2023,12-Oct-25,20,12-Oct-23,CUST-272583,284046.16,86607.02,Monthly,No,111242.17,5616.2,AGT-3488,October,Q4,2023,12-Oct-24,CLM-967062,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-946348,03-12-2024,03-Dec-25,20,03-Dec-24,CUST-930694,587517.48,15582.95,Monthly,Yes,283375.16,6169.26,AGT-3488,December,Q4,2024,03-Dec-25,CLM-815361,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-597408,17-06-2019,17-Jun-25,20,17-Jun-19,CUST-961444,577605.82,67887.17,Quarterly,Yes,237382.45,3147.57,AGT-3488,June,Q2,2019,17-Jun-20,CLM-441107,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-355352,01-05-2016,01-May-25,20,01-May-16,CUST-240775,586219.85,66180.02,Monthly,Yes,277444.57,8447.15,AGT-3488,May,Q2,2016,01-May-17,CLM-338679,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-774295,09-08-2015,09-Aug-25,20,09-Aug-15,CUST-911016,470211.23,32936.54,Monthly,Yes,249687.27,7678.37,AGT-3488,August,Q3,2015,09-Aug-16,CLM-337827,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-901354,08-03-2024,08-Mar-24,20,16-Jun-25,CUST-987273,1367413.02,60331.9,Quarterly,Yes,716218.75,952.92,AGT-3488,June,Q2,2025,16-Jun-26,CLM-397143,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-100953,03-06-2024,03-Jun-25,20,03-Jun-24,CUST-533916,1599595.29,90821.16,Quarterly,No,831551.35,3695.39,AGT-3488,June,Q2,2024,03-Jun-25,CLM-428729,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-832384,26-12-2015,26-Dec-25,20,26-Dec-15,CUST-756774,1727676,82970.22,Monthly,No,958209.25,9394.32,AGT-3488,December,Q4,2015,26-Dec-16,CLM-122913,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-751729,02-01-2023,02-Jan-25,20,02-Jan-23,CUST-727627,1798974.99,10220.39,Quarterly,Yes,1045486.99,5979,AGT-3488,January,Q1,2023,02-Jan-24,CLM-392980,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-717572,07-10-2019,07-Oct-25,20,07-Oct-19,CUST-184248,330360.49,15109.39,Annually,No,124183.25,7322.91,AGT-3488,October,Q4,2019,07-Oct-20,CLM-743660,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-249673,30-09-2020,30-Sep-25,20,30-Sep-20,CUST-186836,1707296.44,86351.47,Annually,Yes,822342.95,513.3,AGT-3488,September,Q3,2020,30-Sep-21,CLM-448910,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-545499,29-01-2022,29-Jan-25,20,29-Jan-22,CUST-544189,1489525.11,7119.33,Quarterly,Yes,778650.14,8142.65,AGT-3488,January,Q1,2022,29-Jan-23,CLM-561170,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-132478,30-03-2023,30-Mar-25,20,30-Mar-23,CUST-308683,1496121.47,10404.48,Quarterly,No,542583.99,7082.47,AGT-3488,March,Q1,2023,30-Mar-24,CLM-415811,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-212798,26-12-2024,26-Dec-25,20,26-Dec-24,CUST-947712,1630694.45,42924.43,Annually,Yes,573067.35,3655.04,AGT-3488,December,Q4,2024,26-Dec-25,CLM-958813,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-322644,02-08-2024,02-Aug-25,20,02-Aug-24,CUST-789893,543953.22,69391.08,Annually,Yes,320583,1722.59,AGT-3488,August,Q3,2024,02-Aug-25,CLM-636100,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-389133,29-10-2021,29-Oct-25,20,29-Oct-21,CUST-859845,1999546.76,67325.5,Monthly,No,844161.72,2328.61,AGT-3488,October,Q4,2021,29-Oct-22,CLM-885147,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-517415,20-06-2018,20-Jun-25,20,20-Jun-18,CUST-293908,337512.05,10587.49,Monthly,Yes,109687.05,749.36,AGT-3488,June,Q2,2018,20-Jun-19,CLM-239023,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-505310,16-02-2017,16-Feb-25,20,16-Feb-17,CUST-785844,205970.53,37010.79,Monthly,Yes,68195.97,2516.85,AGT-3488,February,Q1,2017,16-Feb-18,CLM-354104,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-441702,08-03-2024,08-Mar-24,20,07-Mar-25,CUST-977664,445988.22,14619.52,Quarterly,Yes,148212.68,1868.72,AGT-3488,March,Q1,2025,07-Mar-26,CLM-676388,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-550790,30-08-2019,30-Aug-25,20,30-Aug-19,CUST-184346,279398.21,24506.73,Quarterly,No,89878.13,4046.37,AGT-3488,August,Q3,2019,30-Aug-20,CLM-997003,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-595988,17-06-2023,17-Jun-25,20,17-Jun-23,CUST-501210,1149710.42,40410.92,Quarterly,No,652409.16,5165.65,AGT-3488,June,Q2,2023,17-Jun-24,CLM-877098,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-260723,25-09-2024,25-Sep-25,20,25-Sep-24,CUST-954686,1612129.84,79558.64,Quarterly,Yes,607284.99,2122.41,AGT-3488,September,Q3,2024,25-Sep-25,CLM-733777,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-571586,15-01-2020,15-Jan-25,20,15-Jan-20,CUST-413515,1870332.11,42513.72,Annually,No,643736.02,1187.39,AGT-3488,January,Q1,2020,15-Jan-21,CLM-114456,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-562288,28-07-2020,28-Jul-25,20,28-Jul-20,CUST-325245,755861.91,55905.68,Monthly,Yes,399462.22,3532.4,AGT-3488,July,Q3,2020,28-Jul-21,CLM-194108,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-292860,19-07-2022,19-Jul-25,20,19-Jul-22,CUST-398351,475706.83,5653.25,Quarterly,Yes,158171.26,6466.32,AGT-3488,July,Q3,2022,19-Jul-23,CLM-792933,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-782031,15-08-2015,15-Aug-25,20,15-Aug-15,CUST-949189,776932.99,79229.11,Monthly,Yes,336377.73,7650.48,AGT-3488,August,Q3,2015,15-Aug-16,CLM-404275,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-824708,13-01-2021,13-Jan-25,20,13-Jan-21,CUST-523080,438395.46,54438,Quarterly,Yes,261998.15,7960.11,AGT-3488,January,Q1,2021,13-Jan-22,CLM-183817,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-427374,06-10-2020,06-Oct-25,20,06-Oct-20,CUST-239983,1296400.04,69004.06,Monthly,Yes,705709.52,8904.95,AGT-3488,October,Q4,2020,06-Oct-21,CLM-759784,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-526587,23-08-2016,23-Aug-25,20,23-Aug-16,CUST-621939,504848.82,17733.67,Annually,No,233949.75,4855.68,AGT-3488,August,Q3,2016,23-Aug-17,CLM-290262,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-398666,25-09-2023,25-Sep-25,20,25-Sep-23,CUST-996965,384325.72,76492.63,Annually,No,121463.16,5614.57,AGT-3488,September,Q3,2023,25-Sep-24,CLM-795558,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-711798,06-03-2020,06-Mar-25,20,06-Mar-20,CUST-196694,1777785.76,58630.26,Quarterly,No,827528.94,9777.73,AGT-3488,March,Q1,2020,06-Mar-21,CLM-307419,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-617741,17-08-2021,17-Aug-25,20,17-Aug-21,CUST-261034,213089.6,46389.54,Monthly,No,87199.82,7765.36,AGT-3488,August,Q3,2021,17-Aug-22,CLM-477513,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-943668,03-10-2022,03-Oct-25,20,03-Oct-22,CUST-597459,601418.8,54668.48,Monthly,No,223032.99,4263.16,AGT-3488,October,Q4,2022,03-Oct-23,CLM-322961,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-599710,08-03-2024,08-Mar-24,20,09-Mar-25,CUST-136188,1407165.2,11111.16,Annually,No,632403.68,1170.63,AGT-3488,March,Q1,2025,09-Mar-26,CLM-702442,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-729014,20-08-2020,20-Aug-25,20,20-Aug-20,CUST-907070,744436.85,61140.42,Quarterly,Yes,402565.46,2232.43,AGT-3488,August,Q3,2020,20-Aug-21,CLM-425207,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-929198,04-09-2022,04-Sep-25,20,04-Sep-22,CUST-185731,576847.3,60474.19,Monthly,Yes,200054.98,1329.45,AGT-3488,September,Q3,2022,04-Sep-23,CLM-904161,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-213276,01-12-2019,01-Dec-25,20,01-Dec-19,CUST-807201,926618.15,44803.34,Monthly,Yes,524215.6,9671.18,AGT-3488,December,Q4,2019,01-Dec-20,CLM-645629,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-983909,09-05-2023,09-May-25,20,09-May-23,CUST-847898,590668.44,13982.41,Monthly,Yes,208487.97,4035,AGT-3488,May,Q2,2023,09-May-24,CLM-697174,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-101885,12-07-2020,12-Jul-25,20,12-Jul-20,CUST-309982,1010103.56,9593.97,Quarterly,No,439295.55,6342.99,AGT-3488,July,Q3,2020,12-Jul-21,CLM-550214,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-833958,01-11-2021,01-Nov-25,20,01-Nov-21,CUST-881991,1071560.91,14314.41,Quarterly,Yes,604702.44,7918.48,AGT-3488,November,Q4,2021,01-Nov-22,CLM-652815,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-390004,15-07-2021,15-Jul-25,20,15-Jul-21,CUST-771246,978587.03,56002.33,Monthly,Yes,513198.35,6526.56,AGT-3488,July,Q3,2021,15-Jul-22,CLM-627241,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-805888,15-08-2024,15-Aug-25,20,15-Aug-24,CUST-529587,284868.98,13055.57,Quarterly,Yes,128238.48,3013.12,AGT-3488,August,Q3,2024,15-Aug-25,CLM-195915,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-331691,14-01-2018,14-Jan-25,20,14-Jan-18,CUST-168590,913701.08,6135.82,Quarterly,No,354475.72,5864.16,AGT-3488,January,Q1,2018,14-Jan-19,CLM-861576,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-353190,26-01-2021,26-Jan-25,20,26-Jan-21,CUST-486625,1154620.87,68764.07,Quarterly,No,386599.97,4245.61,AGT-3488,January,Q1,2021,26-Jan-22,CLM-530213,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-979353,14-08-2017,14-Aug-25,20,14-Aug-17,CUST-615176,1375806.24,40330.22,Annually,Yes,665643.46,6747.2,AGT-3488,August,Q3,2017,14-Aug-18,CLM-462069,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-515499,26-03-2020,26-Mar-25,20,26-Mar-20,CUST-787133,1050130.2,26233.61,Monthly,No,585940.95,3762.26,AGT-3488,March,Q1,2020,26-Mar-21,CLM-650027,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-960620,09-10-2017,09-Oct-25,20,09-Oct-17,CUST-652443,162756.44,95127.39,Annually,Yes,87283.12,1993.55,AGT-3488,October,Q4,2017,09-Oct-18,CLM-321626,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-305198,17-11-2021,17-Nov-25,20,17-Nov-21,CUST-371666,1774436.23,84748.48,Quarterly,Yes,607279.65,8455.83,AGT-3488,November,Q4,2021,17-Nov-22,CLM-232916,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-145339,04-10-2019,04-Oct-25,20,04-Oct-19,CUST-228961,469547.64,6330.13,Quarterly,Yes,159252,9914.97,AGT-3488,October,Q4,2019,04-Oct-20,CLM-898943,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-439637,01-04-2019,01-Apr-25,20,01-Apr-19,CUST-847968,246499.63,43524.15,Quarterly,No,100390.77,8191.57,AGT-3488,April,Q2,2019,01-Apr-20,CLM-575409,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-743905,21-03-2018,21-Mar-25,20,21-Mar-18,CUST-929477,1520072.73,8942.2,Annually,No,832810.36,3536,AGT-3488,March,Q1,2018,21-Mar-19,CLM-854340,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-914301,10-12-2017,10-Dec-25,20,10-Dec-17,CUST-662954,1203858.78,22997.78,Quarterly,No,667495.24,9226.2,AGT-3488,December,Q4,2017,10-Dec-18,CLM-123121,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
TRS-POL-538765,26-08-2024,26-Aug-25,20,26-Aug-24,CUST-531263,1226902.21,50372.29,Monthly,Yes,474524.54,7124.51,AGT-3488,August,Q3,2024,26-Aug-25,CLM-967330,TR-UNCD988,UGP-TRCD-9834,Active,Sikkim,RME2D5Q4,ZMW3T7P8
